,SID,WID,WORD,PARENT,RID,RELATION,lemma,upos,xpos,feats,deps,misc
15545,910,3,Devrimi'nden,15.0,30.0,obl,Devrimi'n,NOUN,NN,"{'Case': 'Abl', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,{'Proper': 'True'}
15546,910,4,sonra,3.0,7.0,case,sonra,ADP,IN,,,
15547,910,5,Finlandiya,13.0,26.0,nmod,Finlandiya,PROPN,PROPN,{'Number': 'Sing'},,"{'Proper': 'True', 'SpaceAfter': 'No'}"
15548,910,6,",",7.0,33.0,punct,",",PUNCT,",",,,
15549,910,7,Polonya,5.0,12.0,conj,Polonya,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
15550,910,8,ve,10.0,8.0,cc,ve,CCONJ,CCONJ,,,
15551,910,9,Baltık,10.0,26.0,nmod:poss,Baltık,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
15552,910,10,Devletleri,5.0,12.0,conj,Devlet,NOUN,NN,"{'Number': 'Plur', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15553,910,11,gibi,5.0,7.0,case,gibi,ADP,IN,,,
15554,910,12,bazı,13.0,16.0,det,bazı,DET,DT,"{'Definite': 'Ind', 'Polarity': 'Pos'}",,
15555,910,13,ülkeler,15.0,27.0,nsubj,ülke,NOUN,NN,"{'Case': 'Nom', 'Number': 'Plur'}",,
15556,910,14,bağımsızlıklarını,15.0,29.0,obj,bağımsızlık,NOUN,NN,"{'Case': 'Acc', 'Number': 'Sing'}",,
15557,910,15,kazandılar,0.0,35.0,root,kazan,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
15558,910,16,.,15.0,33.0,punct,.,PUNCT,.,,,
15559,911,1,Macaristan'a,3.0,30.0,obl,Macaristan,PROPN,PROPN,"{'Case': 'Dat', 'Number': 'Sing'}",,{'Proper': 'True'}
15560,911,2,baskı,3.0,29.0,obj,baskı,NOUN,NN,{'Number': 'Sing'},,
15561,911,3,uygulamanın,5.0,26.0,nmod:poss,uygulama,NOUN,VN,"{'Case': 'Gen', 'Number': 'Sing'}",,
15562,911,4,son,5.0,4.0,amod,son,ADJ,JJ,{'Number': 'Sing'},,
15563,911,5,yollarından,6.0,26.0,nmod:poss,yol,NOUN,NN,"{'Case': 'Abl', 'Number': 'Plur', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15564,911,6,biri,13.0,27.0,nsubj,biri,PRON,PRI,"{'Case': 'Nom', 'Number': 'Sing', 'Polarity': 'Pos'}",,
15565,911,7,de,6.0,3.0,advmod:emph,de,ADV,RB,,,
15566,911,8,genel,11.0,4.0,amod,genel,ADJ,JJ,{'Number': 'Sing'},,
15567,911,9,ve,10.0,8.0,cc,ve,CCONJ,CCONJ,,,
15568,911,10,serbest,8.0,12.0,conj,serbest,ADJ,JJ,{'Number': 'Sing'},,
15569,911,11,seçimleri,12.0,29.0,obj,seçim,NOUN,NN,"{'Case': 'Acc', 'Number': 'Plur', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15570,911,12,dayatma,13.0,26.0,nmod:poss,daya,VERB,VN,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
15572,911,13,tehdidi,0.0,35.0,root,_,NOUN,NN,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15573,911,14,ydi,13.0,13.0,cop,_,AUX,AUX,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,
15574,911,15,.,13.0,33.0,punct,.,PUNCT,.,,,
15575,912,1,İmtiyaz'ın,18.0,30.0,obl,İmtiyaz,NOUN,NN,"{'Case': 'Gen', 'Number': 'Sing'}",,
15576,912,2,ardından,1.0,7.0,case,ardından,ADP,IN,,,{'SpaceAfter': 'No'}
15577,912,3,",",1.0,33.0,punct,",",PUNCT,",",,,
15578,912,4,İmparator,18.0,27.0,nsubj,İmparator,NOUN,NN,{'Number': 'Sing'},,
15579,912,5,ve,6.0,8.0,cc,ve,CCONJ,CCONJ,,,
15580,912,6,Kral,4.0,12.0,conj,Kral,NOUN,NN,{'Number': 'Sing'},,
15581,912,7,Franz,4.0,5.0,appos,Franz,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
15582,912,8,Joseph,7.0,21.0,flat,Joseph,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
15583,912,9,I.,7.0,21.0,flat,_,PROPN,PROPN,"{'Case': 'Nom', 'Number': 'Sing'}",,{'Proper': 'True'}
15584,912,10,her,12.0,16.0,det,her,DET,DT,"{'Definite': 'Def', 'Polarity': 'Pos'}",,
15585,912,11,iki,12.0,28.0,nummod,iki,NUM,CD,{'Number': 'Sing'},,
15586,912,12,monarşisine,16.0,30.0,obl,monarşi,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15587,912,13,de,12.0,3.0,advmod:emph,de,ADV,RB,,,
15588,912,14,eşit,15.0,4.0,amod,eşit,ADJ,JJ,{'Number': 'Sing'},,
15589,912,15,muamele,16.0,29.0,obj,muamele,NOUN,NN,{'Number': 'Sing'},,
15590,912,16,etmeye,18.0,23.0,iobj,et,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Dat', 'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
15591,912,17,özen,18.0,29.0,obj,özen,NOUN,NN,{'Number': 'Sing'},,
15592,912,18,gösterdi,0.0,35.0,root,göster,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
15593,912,19,.,18.0,33.0,punct,.,PUNCT,.,,,
15594,913,1,Disibodenberg,2.0,26.0,nmod:poss,Disibodenberg,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
15595,913,2,manastırı,3.0,27.0,nsubj,manastırı,NOUN,NN,"{'Case': 'Nom', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,{'Proper': 'True'}
15596,913,3,terk,0.0,35.0,root,terk,NOUN,NN,{'Number': 'Sing'},,
15597,913,4,edildi,3.0,11.0,compound:lvc,et,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'Voice': 'Pass'}",,
15598,913,5,ve,9.0,8.0,cc,ve,CCONJ,CCONJ,,,
15599,913,6,Reform,7.0,26.0,nmod:poss,reform,NOUN,NN,{'Number': 'Sing'},,{'Proper': 'True'}
15600,913,7,hareketinin,8.0,26.0,nmod:poss,hareket,NOUN,NN,"{'Case': 'Gen', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15601,913,8,sonucunda,9.0,30.0,obl,sonuç,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15602,913,9,harabeye,3.0,12.0,conj,harabey,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing'}",,
15603,913,10,döndü,9.0,11.0,compound,dön,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
15604,913,11,.,9.0,33.0,punct,.,PUNCT,.,,,
15605,914,1,Bugün,9.0,30.0,obl,bugün,ADV,RB,,,{'SpaceAfter': 'No'}
15606,914,2,",",1.0,33.0,punct,",",PUNCT,",",,,
15607,914,3,geniş,5.0,4.0,amod,geniş,ADJ,JJ,{'Number': 'Sing'},,
15608,914,4,bir,5.0,16.0,det,bir,DET,DT,"{'Definite': 'Ind', 'Polarity': 'Pos'}",,
15609,914,5,alana,6.0,30.0,obl,alan,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing'}",,
15610,914,6,yayılan,7.0,1.0,acl,yay,ADJ,VJ,"{'Number': 'Sing', 'Polarity': 'Pos'}",,
15611,914,7,harabeleri,9.0,27.0,nsubj,harabe,NOUN,NN,"{'Case': 'Nom', 'Number': 'Plur', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15612,914,8,hâlâ,9.0,3.0,advmod,hâlâ,ADV,RB,,,
15613,914,9,görülebilir,0.0,35.0,root,görüleb,VERB,VB,"{'Aspect': 'Hab', 'Mood': 'GenPot', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'Voice': 'Pass'}",,{'SpaceAfter': 'No'}
15614,914,10,.,9.0,33.0,punct,.,PUNCT,.,,,
15615,915,1,Rupertsberg,2.0,26.0,nmod:poss,Rupertsberg,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
15616,915,2,manastırı,11.0,27.0,nsubj,manastır,NOUN,NN,"{'Case': 'Nom', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,"{'Proper': 'True', 'SpaceAfter': 'No'}"
15617,915,3,",",2.0,33.0,punct,",",PUNCT,",",,,
15618,915,4,1632'de,11.0,30.0,obl,1632,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing'}",,
15619,915,5,Otuz,6.0,28.0,nummod,otuz,NUM,CD,{'Number': 'Sing'},,{'Proper': 'True'}
15620,915,6,Yıl,7.0,26.0,nmod:poss,yıl,NOUN,NN,{'Number': 'Sing'},,{'Proper': 'True'}
15621,915,7,Savaşı,8.0,26.0,nmod:poss,savaş,NOUN,NN,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,{'Proper': 'True'}
15622,915,8,sırasında,11.0,30.0,obl,sıra,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15623,915,9,İsveç,10.0,26.0,nmod:poss,İsveç,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
15624,915,10,birliklerince,11.0,3.0,advmod,birliklerince,ADV,RB,,,
15625,915,11,yok,0.0,35.0,root,yok,ADJ,JJ,{'Polarity': 'Neg'},,
15626,915,12,edildi,11.0,11.0,compound:lvc,et,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'Voice': 'Pass'}",,{'SpaceAfter': 'No'}
15627,915,13,.,11.0,33.0,punct,.,PUNCT,.,,,
15628,916,1,Yerlerinden,2.0,30.0,obl,yer,NOUN,NN,"{'Case': 'Abl', 'Number': 'Plur', 'Number[psor]': 'Plur', 'Person[psor]': '3'}",,
15629,916,2,edilen,3.0,1.0,acl,et,ADJ,VJ,"{'Number': 'Sing', 'Polarity': 'Pos'}",,
15630,916,3,rahibeler,6.0,27.0,nsubj,rahibe,NOUN,NN,"{'Case': 'Nom', 'Number': 'Plur'}",,
15631,916,4,Eibingen,5.0,26.0,nmod:poss,Eibingen,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
15632,916,5,manastırına,6.0,23.0,iobj,manastır,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,{'Proper': 'True'}
15633,916,6,taşındı,0.0,35.0,root,taşı,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'Voice': 'Pass'}",,{'SpaceAfter': 'No'}
15634,916,7,.,6.0,33.0,punct,.,PUNCT,.,,,
15635,917,1,Harabelerin,2.0,26.0,nmod:poss,Harabe,NOUN,NN,"{'Case': 'Gen', 'Number': 'Plur'}",,
15636,917,2,üzerine,7.0,23.0,iobj,üzer,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15637,917,3,daha,4.0,3.0,advmod,daha,ADV,RB,,,
15638,917,4,sonra,7.0,3.0,advmod,sonra,ADV,RB,,,
15639,917,5,başka,6.0,4.0,amod,başka,ADJ,JJ,{'Number': 'Sing'},,
15640,917,6,yapılar,7.0,27.0,nsubj,yapı,NOUN,NN,"{'Case': 'Nom', 'Number': 'Plur'}",,
15641,917,7,inşa,0.0,35.0,root,inşa,NOUN,NN,{'Number': 'Sing'},,
15642,917,8,edildi,7.0,11.0,compound:lvc,et,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'Voice': 'Pass'}",,{'SpaceAfter': 'No'}
15643,917,9,.,7.0,33.0,punct,.,PUNCT,.,,,
15644,918,1,Bu,2.0,16.0,det,bu,DET,DT,"{'Definite': 'Def', 'Polarity': 'Pos'}",,
15645,918,2,başarıların,8.0,30.0,obl,başarı,NOUN,NN,"{'Case': 'Gen', 'Number': 'Plur'}",,
15646,918,3,ardından,2.0,7.0,case,ardından,ADP,IN,"{'Case': 'Abl', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15647,918,4,Team,8.0,30.0,obl,Team,X,FW,,,{'Proper': 'True'}
15648,918,5,Telekom,4.0,21.0,flat,Telekom,NOUN,NN,{'Number': 'Sing'},,{'Proper': 'True'}
15649,918,6,ile,4.0,7.0,case,ile,ADP,IN,,,
15650,918,7,sözleşme,8.0,29.0,obj,sözleşme,NOUN,VN,{'Number': 'Sing'},,
15651,918,8,imzaladı,0.0,35.0,root,imzala,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,
15652,918,9,ve,21.0,8.0,cc,ve,CCONJ,CCONJ,,,
15653,918,10,2002,11.0,28.0,nummod,2002,NUM,CD,{'Number': 'Sing'},,
15654,918,11,yılına,13.0,30.0,obl,yıl,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,{'ToDo': 'nmod'}
15655,918,12,kadar,11.0,7.0,case,kadar,ADP,IN,,,
15656,918,13,kalacağı,14.0,1.0,acl,kal,ADJ,VJ,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Polarity': 'Pos'}",,
15658,918,14,Südbaden'de,16.0,4.0,amod,Südbaden,PROPN,PROPN,"{'Case': 'Loc', 'Number': 'Sing'}",,{'Proper': 'True'}
15659,918,15,ki,14.0,7.0,case,ki,ADP,JJ,,,
15661,918,16,Merdingen'de,18.0,4.0,amod,Merdingen,PROPN,PROPN,"{'Case': 'Loc', 'Number': 'Sing'}",,{'Proper': 'True'}
15662,918,17,ki,16.0,7.0,case,ki,ADP,JJ,,,
15663,918,18,sevgilisiyle,20.0,26.0,nmod,sevgili,NOUN,NN,"{'Case': 'Ins', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15664,918,19,birlikte,18.0,7.0,case,birlikte,ADP,IN,,,
15665,918,20,yaşamaya,21.0,9.0,ccomp,yaşa,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Dat', 'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
15666,918,21,başladı,8.0,12.0,conj,başla,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
15667,918,22,.,21.0,33.0,punct,.,PUNCT,.,,,
15668,919,1,2004'te,8.0,30.0,obl,2004,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing'}",,
15669,919,2,Atina'da,3.0,30.0,obl,Atina,PROPN,PROPN,"{'Case': 'Loc', 'Number': 'Sing'}",,{'Proper': 'True'}
15670,919,3,yapılan,5.0,1.0,acl,yap,ADJ,VJ,"{'Number': 'Sing', 'Polarity': 'Pos'}",,
15671,919,4,Olimpiyat,5.0,26.0,nmod:poss,Olimpiyat,NOUN,NN,{'Number': 'Sing'},,{'Proper': 'True'}
15672,919,5,Oyunları'nda,8.0,30.0,obl,Oyunları'nda,NOUN,NN,"{'Case': 'Loc', 'Number': 'Plur', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,{'Proper': 'True'}
15673,919,6,sokak,7.0,26.0,nmod:poss,sokak,NOUN,NN,{'Number': 'Sing'},,
15674,919,7,yarışını,8.0,29.0,obj,yarış,NOUN,NN,"{'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15675,919,8,kazanan,9.0,1.0,acl,kazan,ADJ,VJ,"{'Number': 'Sing', 'Polarity': 'Pos'}",,
15676,919,9,Ulrich,18.0,27.0,nsubj,Ulrich,PROPN,PROPN,"{'Case': 'Nom', 'Number': 'Sing'}",,"{'Proper': 'True', 'SpaceAfter': 'No'}"
15677,919,10,",",9.0,33.0,punct,",",PUNCT,",",,,
15678,919,11,ikinci,13.0,4.0,amod,ikinci,NUM,CD,"{'Number': 'Sing', 'NumType': 'Ord'}",,
15679,919,12,altın,13.0,4.0,amod,altın,NOUN,NN,{'Number': 'Sing'},,
15680,919,13,madalyasını,14.0,29.0,obj,madalya,NOUN,NN,"{'Case': 'Acc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15681,919,14,kazanma,15.0,26.0,nmod:poss,kaza,VERB,VN,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
15682,919,15,hedefinin,16.0,26.0,nmod:poss,hedef,NOUN,NN,"{'Case': 'Gen', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15683,919,16,peşinden,17.0,30.0,obl,peş,NOUN,NN,"{'Case': 'Abl', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15684,919,17,koşmaya,18.0,9.0,ccomp,koş,VERB,VN,"{'Aspect': 'Perf', 'Case': 'Dat', 'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
15685,919,18,devam,0.0,35.0,root,devam,NOUN,NN,{'Number': 'Sing'},,
15686,919,19,etti,18.0,11.0,compound:lvc,et,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
15687,919,20,.,18.0,33.0,punct,.,PUNCT,.,,,
15688,920,1,Sansür,6.0,27.0,nsubj,Sansür,NOUN,NN,"{'Case': 'Nom', 'Number': 'Sing'}",,{'SpaceAfter': 'No'}
15689,920,2,",",1.0,33.0,punct,",",PUNCT,",",,,
15690,920,3,tüm,5.0,16.0,det,tüm,DET,DT,"{'Definite': 'Def', 'Polarity': 'Pos'}",,
15691,920,4,istenmeyen,5.0,1.0,acl,istenme,ADJ,VJ,"{'Number': 'Sing', 'Polarity': 'Neg'}",,
15692,920,5,görüşleri,6.0,29.0,obj,görüş,NOUN,VN,"{'Case': 'Acc', 'Number': 'Plur'}",,
15693,920,6,susturdu,0.0,35.0,root,sus,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'Voice': 'Cau'}",,{'SpaceAfter': 'No'}
15694,920,7,;,14.0,33.0,punct,;,PUNCT,",",,,
15695,920,8,kamu,9.0,26.0,nmod:poss,kamu,NOUN,NN,{'Number': 'Sing'},,
15696,920,9,hayatına,10.0,29.0,obj,hayat,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15697,920,10,katılım,14.0,27.0,nsubj,katılım,NOUN,NN,"{'Case': 'Nom', 'Number': 'Sing'}",,
15698,920,11,neredeyse,12.0,3.0,advmod,neredeyse,ADV,RB,,,
15699,920,12,imkansız,13.0,4.0,amod,_,ADJ,JJ,{'Number': 'Sing'},,
15700,920,13,hale,14.0,37.0,xcomp,hal,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing'}",,
15701,920,14,geldi,6.0,12.0,conj,gel,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
15702,920,15,.,14.0,33.0,punct,.,PUNCT,.,,,
15703,921,1,Kıyafetlerin,2.0,26.0,nmod:poss,Kıyafet,NOUN,NN,"{'Case': 'Gen', 'Number': 'Plur'}",,
15705,921,2,üzerinde,5.0,4.0,amod,üzer,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15706,921,3,ki,2.0,7.0,case,ki,ADP,JJ,,,
15707,921,4,kan,5.0,26.0,nmod:poss,kan,NOUN,NN,{'Number': 'Sing'},,
15708,921,5,izleri,12.0,27.0,nsubj,iz,NOUN,NN,"{'Case': 'Nom', 'Number': 'Plur', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,{'SpaceAfter': 'No'}
15709,921,6,",",5.0,33.0,punct,",",PUNCT,",",,,
15710,921,7,cinayet,8.0,26.0,nmod:poss,cinayet,NOUN,NN,{'Number': 'Sing'},,
15711,921,8,günü,9.0,30.0,obl,gün,NOUN,NN,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15712,921,9,yapılan,10.0,1.0,acl,yap,ADJ,VJ,"{'Number': 'Sing', 'Polarity': 'Pos'}",,
15713,921,10,haberlerde,11.0,30.0,obl,haber,NOUN,NN,"{'Case': 'Loc', 'Number': 'Plur'}",,
15714,921,11,anlatıldığı,12.0,1.0,acl,anlat,ADJ,VJ,"{'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3', 'Polarity': 'Pos'}",,
15716,921,12,şekilde,0.0,35.0,root,şekil,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing'}",,
15717,921,13,ydi,12.0,13.0,cop,i,AUX,AUX,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,
15718,921,14,.,12.0,33.0,punct,.,PUNCT,.,,,
15719,922,1,Weiss,11.0,27.0,nsubj,Weiss,PROPN,PROPN,"{'Case': 'Nom', 'Number': 'Sing'}",,"{'Proper': 'True', 'SpaceAfter': 'No'}"
15720,922,2,",",1.0,33.0,punct,",",PUNCT,",",,,
15721,922,3,Köln,7.0,30.0,obl,Köln,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
15722,922,4,ve,5.0,8.0,cc,ve,CCONJ,CCONJ,,,
15723,922,5,Bremen,3.0,12.0,conj,Bremen,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
15724,922,6,şehirlerinden,3.0,5.0,appos,şehir,NOUN,NN,"{'Case': 'Abl', 'Number': 'Plur', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15725,922,7,gelen,9.0,1.0,acl,gel,ADJ,VJ,"{'Number': 'Sing', 'Polarity': 'Pos'}",,
15726,922,8,edebiyat,9.0,26.0,nmod:poss,edebiyat,NOUN,NN,{'Number': 'Sing'},,
15727,922,9,ödülleri,11.0,30.0,obl,ödül,NOUN,NN,"{'Number': 'Plur', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15728,922,10,ile,9.0,7.0,case,ile,ADP,IN,,,
15729,922,11,onurlandırıldı,0.0,35.0,root,onurlandır,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'Voice': 'CauPass'}",,{'SpaceAfter': 'No'}
15730,922,12,.,11.0,33.0,punct,.,PUNCT,.,,,
15731,923,1,Springer,14.0,27.0,nsubj,Springer,PROPN,PROPN,"{'Case': 'Nom', 'Number': 'Sing'}",,{'Proper': 'True'}
15732,923,2,Yahudi,3.0,26.0,nmod:poss,yahudi,PROPN,PROPN,{'Number': 'Sing'},,{'Proper': 'True'}
15733,923,3,halkıyla,4.0,29.0,obj,halk,NOUN,NN,"{'Case': 'Ins', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
15734,923,4,uzlaşma,5.0,29.0,obj,uzlaş,VERB,VN,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Vnoun'}",,
15735,923,5,sağlamak,14.0,2.0,advcl,sağla,VERB,VN,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Fut', 'VerbForm': 'Vnoun'}",,
15736,923,6,için,5.0,7.0,case,için,ADP,IN,,,
15737,923,7,hem,8.0,8.0,cc:preconj,hem,CCONJ,CCONJ,,,
15738,923,8,gizli,12.0,4.0,amod,gizli,ADJ,JJ,{'Number': 'Sing'},,
15739,923,9,hem,11.0,8.0,cc,hem,CCONJ,CCONJ,,,
15740,923,10,kamuya,11.0,29.0,obj,kamu,NOUN,NN,"{'Case': 'Dat', 'Number': 'Sing'}",,{'ToDo': 'nmod'}
15741,923,11,açık,8.0,12.0,conj,açık,ADJ,JJ,{'Number': 'Sing'},,
15742,923,12,şekilde,14.0,30.0,obl,şekil,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing'}",,
15743,923,13,gayretle,14.0,30.0,obl,gayretle,NOUN,NN,"{'Case': 'Ins', 'Number': 'Sing'}",,
15744,923,14,çalıştı,0.0,35.0,root,çalış,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,
15745,923,15,ve,20.0,8.0,cc,ve,CCONJ,CCONJ,,,
15746,923,16,İsrail'i,20.0,29.0,obj,İsrail,PROPN,PROPN,"{'Case': 'Acc', 'Number': 'Sing'}",,{'Proper': 'True'}
15747,923,17,pek,18.0,3.0,advmod,pek,ADV,RB,,,
15748,923,18,çok,19.0,3.0,advmod,çok,ADV,RB,,,
15749,923,19,kez,20.0,30.0,obl,kez,NOUN,NN,{'Number': 'Sing'},,
15750,923,20,ziyaret,14.0,12.0,conj,ziyaret,NOUN,NN,{'Number': 'Sing'},,
15751,923,21,etti,20.0,11.0,compound:lvc,et,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
15752,923,22,.,20.0,33.0,punct,.,PUNCT,.,,,
15753,924,1,Küçük,2.0,4.0,amod,küçük,ADJ,JJ,{'Number': 'Sing'},,
15754,924,2,köşk,4.0,27.0,nsubj,köşk,NOUN,NN,"{'Case': 'Nom', 'Number': 'Sing'}",,
15755,924,3,tamamen,4.0,3.0,advmod,tamamen,ADV,RB,,,
15756,924,4,yandı,0.0,35.0,root,yan,VERB,VB,"{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past'}",,{'SpaceAfter': 'No'}
15757,924,5,.,4.0,33.0,punct,.,PUNCT,.,,,
15758,925,1,Ertesi,2.0,4.0,amod,ertesi,ADJ,JJ,{'Number': 'Sing'},,
15759,925,2,yıl,15.0,30.0,obl,yıl,NOUN,NN,{'Number': 'Sing'},,{'SpaceAfter': 'No'}
15760,925,3,",",5.0,33.0,punct,",",PUNCT,",",,,
15761,925,4,yani,5.0,8.0,cc,yani,ADV,RB,,,
15762,925,5,1977'de,2.0,5.0,appos,1977,NOUN,NN,"{'Case': 'Loc', 'Number': 'Sing'}",,
15763,925,6,basınının,10.0,26.0,nmod:poss,basın,NOUN,NN,"{'Case': 'Gen', 'Number': 'Sing', 'Number[psor]': 'Sing', 'Person[psor]': '3'}",,
